pruid,prname,prnameFR,date,numconf,numprob,numdeaths,numtotal,numtested,numrecover,percentrecover,ratetested,numtoday,percentoday,ratetotal,ratedeaths,numdeathstoday,percentdeath,numtestedtoday,numrecoveredtoday,percentactive,numactive,rateactive,numtotal_last14,ratetotal_last14,numdeaths_last14,ratedeaths_last14
59,British Columbia,Colombie-Britannique,20-03-2020,271,0,9,271,18792,,,3706,0,0.00,5.34,0.18,1,3.32,2410,,96.68,262,5.17,,,,
48,Alberta,Alberta,20-03-2020,195,0,1,195,19782,,,4525,49,33.56,4.46,0.02,0,0.51,3275,,99.49,194,4.44,,,,
47,Saskatchewan,Saskatchewan,20-03-2020,8,18,0,26,1910,,,1626,6,30.00,2.21,0.00,0,0.00,0,,100.00,26,2.21,,,,
46,Manitoba,Manitoba,20-03-2020,17,0,0,17,3367,,,2459,0,0.00,1.24,0.00,0,0.00,178,,100.00,17,1.24,,,,
35,Ontario,Ontario,20-03-2020,311,0,2,311,21499,,,1476,53,20.54,2.14,0.01,0,0.64,3011,,99.36,309,2.12,,,,
24,Quebec,Québec,20-03-2020,139,0,1,139,8539,,,1006,18,14.88,1.64,0.01,0,0.72,1782,,99.28,138,1.63,,,,
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,20-03-2020,3,1,0,4,287,,,550,1,33.33,0.77,0.00,0,0.00,20,,100.00,4,0.77,,,,
13,New Brunswick,Nouveau-Brunswick,20-03-2020,7,4,0,11,640,,,824,0,0.00,1.42,0.00,0,0.00,113,,100.00,11,1.42,,,,
12,Nova Scotia,Nouvelle-Écosse,20-03-2020,5,10,0,15,1647,,,1695,1,7.14,1.54,0.00,0,0.00,127,,100.00,15,1.54,,,,
11,Prince Edward Island,Île-du-Prince-Édouard,20-03-2020,2,0,0,2,75,,,478,0,0.00,1.27,0.00,0,0.00,0,,100.00,2,1.27,,,,
60,Yukon,Yukon,20-03-2020,0,0,0,0,0,,,,0,0.00,0.00,0.00,0,,0,,,,0.00,,,,
61,Northwest Territories,Territoires du Nord-Ouest,20-03-2020,0,0,0,0,268,,,5979,0,0.00,0.00,0.00,0,,47,,,,0.00,,,,
62,Nunavut,Nunavut,20-03-2020,0,0,0,0,8,,,206,0,0.00,0.00,0.00,0,,0,,,,0.00,,,,
99,Repatriated travellers,Voyageurs rapatriés,20-03-2020,13,0,0,13,29,,,,3,30.00,,,0,0.00,0,,100.00,13,,,,,
1,Canada,Canada,20-03-2020,971,33,13,1004,76814,,,2044,131,15.01,2.67,0.03,1,1.29,10963,,98.71,991,2.64,,,,
59,British Columbia,Colombie-Britannique,21-03-2020,424,0,10,424,20417,,,4026,153,56.46,8.36,0.20,1,2.36,1625,,97.64,414,8.16,,,,
48,Alberta,Alberta,21-03-2020,226,0,1,226,23060,,,5275,31,15.90,5.17,0.02,0,0.44,3278,,99.56,225,5.15,,,,
47,Saskatchewan,Saskatchewan,21-03-2020,25,19,0,44,3807,,,3241,18,69.23,3.75,0.00,0,0.00,1897,,100.00,44,3.75,,,,
46,Manitoba,Manitoba,21-03-2020,11,8,0,19,3668,,,2678,2,11.76,1.39,0.00,0,0.00,301,,100.00,19,1.39,,,,
35,Ontario,Ontario,21-03-2020,377,0,3,377,25470,,,1749,66,21.22,2.59,0.02,1,0.80,3971,,99.20,374,2.57,,,,
24,Quebec,Québec,21-03-2020,202,19,4,221,8539,,,1006,82,58.99,2.60,0.05,3,1.81,0,,98.19,217,2.56,,,,
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,21-03-2020,3,3,0,6,299,,,573,2,50.00,1.15,0.00,0,0.00,12,,100.00,6,1.15,,,,
13,New Brunswick,Nouveau-Brunswick,21-03-2020,9,8,0,17,865,,,1114,6,54.55,2.19,0.00,0,0.00,225,,100.00,17,2.19,,,,
12,Nova Scotia,Nouvelle-Écosse,21-03-2020,9,12,0,21,1956,,,2014,6,40.00,2.16,0.00,0,0.00,309,,100.00,21,2.16,,,,
11,Prince Edward Island,Île-du-Prince-Édouard,21-03-2020,2,0,0,2,75,,,478,0,0.00,1.27,0.00,0,0.00,0,,100.00,2,1.27,,,,
60,Yukon,Yukon,21-03-2020,0,0,0,0,416,,,10183,0,0.00,0.00,0.00,0,,416,,,,0.00,,,,
61,Northwest Territories,Territoires du Nord-Ouest,21-03-2020,1,0,0,1,301,,,6715,1,0.00,2.23,0.00,0,0.00,33,,100.00,1,2.23,,,,
62,Nunavut,Nunavut,21-03-2020,0,0,0,0,10,,,258,0,0.00,0.00,0.00,0,,2,,,,0.00,,,,
99,Repatriated travellers,Voyageurs rapatriés,21-03-2020,13,0,0,13,29,,,,0,0.00,,,0,0.00,0,,100.00,13,,,,,
1,Canada,Canada,21-03-2020,1302,69,18,1371,88883,,,2365,367,36.55,3.65,0.05,5,1.31,12069,,98.69,1353,3.60,,,,
59,British Columbia,Colombie-Britannique,22-03-2020,424,0,10,424,22135,,,4365,0,0.00,8.36,0.20,0,2.36,1718,,97.64,414,8.16,,,,
48,Alberta,Alberta,22-03-2020,259,0,1,259,26999,,,6176,33,14.60,5.92,0.02,0,0.39,3939,,99.61,258,5.90,,,,
47,Saskatchewan,Saskatchewan,22-03-2020,33,19,0,52,4407,,,3752,8,18.18,4.43,0.00,0,0.00,600,,100.00,52,4.43,,,,
46,Manitoba,Manitoba,22-03-2020,11,8,0,19,3936,,,2874,0,0.00,1.39,0.00,0,0.00,268,,100.00,19,1.39,,,,
35,Ontario,Ontario,22-03-2020,425,0,5,425,28570,,,1961,48,12.73,2.92,0.03,2,1.18,3100,,98.82,420,2.88,,,,
24,Quebec,Québec,22-03-2020,221,0,4,221,8539,,,1006,0,0.00,2.60,0.05,0,1.81,0,,98.19,217,2.56,,,,
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,22-03-2020,3,6,0,9,299,,,573,3,50.00,1.73,0.00,0,0.00,0,,100.00,9,1.73,,,,
13,New Brunswick,Nouveau-Brunswick,22-03-2020,9,8,0,17,924,,,1189,0,0.00,2.19,0.00,0,0.00,59,,100.00,17,2.19,,,,
12,Nova Scotia,Nouvelle-Écosse,22-03-2020,28,0,0,28,2210,,,2275,7,33.33,2.88,0.00,0,0.00,254,,100.00,28,2.88,,,,
11,Prince Edward Island,Île-du-Prince-Édouard,22-03-2020,3,0,0,3,75,,,478,1,50.00,1.91,0.00,0,0.00,0,,100.00,3,1.91,,,,
60,Yukon,Yukon,22-03-2020,0,0,0,0,416,,,10183,0,0.00,0.00,0.00,0,,0,,,,0.00,,,,
61,Northwest Territories,Territoires du Nord-Ouest,22-03-2020,1,0,0,1,301,,,6715,0,0.00,2.23,0.00,0,0.00,0,,100.00,1,2.23,,,,
62,Nunavut,Nunavut,22-03-2020,0,0,0,0,13,,,335,0,0.00,0.00,0.00,0,,3,,,,0.00,,,,
99,Repatriated travellers,Voyageurs rapatriés,22-03-2020,13,0,0,13,29,,,,0,0.00,,,0,0.00,0,,100.00,13,,,,,
1,Canada,Canada,22-03-2020,1430,41,20,1471,98824,,,2629,100,7.29,3.91,0.05,2,1.36,9941,,98.64,1451,3.86,,,,
59,British Columbia,Colombie-Britannique,23-03-2020,472,0,13,472,23460,,,4626,48,11.32,9.31,0.26,3,2.75,1325,,97.25,459,9.05,,,,
48,Alberta,Alberta,23-03-2020,301,0,1,301,29757,,,6807,42,16.22,6.89,0.02,0,0.33,2758,,99.67,300,6.86,,,,
47,Saskatchewan,Saskatchewan,23-03-2020,65,1,0,66,5130,,,4368,14,26.92,5.62,0.00,0,0.00,723,,100.00,66,5.62,,,,
46,Manitoba,Manitoba,23-03-2020,11,9,0,20,4133,,,3018,1,5.26,1.46,0.00,0,0.00,197,,100.00,20,1.46,,,,
35,Ontario,Ontario,23-03-2020,503,0,6,503,30688,,,2107,78,18.35,3.45,0.04,1,1.19,2118,,98.81,497,3.41,,,,
24,Quebec,Québec,23-03-2020,221,407,4,628,8539,,,1006,407,184.16,7.40,0.05,0,0.64,0,,99.36,624,7.35,,,,
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,23-03-2020,4,20,0,24,894,,,1714,15,166.67,4.60,0.00,0,0.00,595,,100.00,24,4.60,,,,
13,New Brunswick,Nouveau-Brunswick,23-03-2020,9,8,0,17,1139,,,1466,0,0.00,2.19,0.00,0,0.00,215,,100.00,17,2.19,,,,
12,Nova Scotia,Nouvelle-Écosse,23-03-2020,41,0,0,41,2408,,,2479,13,46.43,4.22,0.00,0,0.00,198,,100.00,41,4.22,,,,
11,Prince Edward Island,Île-du-Prince-Édouard,23-03-2020,3,0,0,3,206,,,1313,0,0.00,1.91,0.00,0,0.00,131,,100.00,3,1.91,,,,
60,Yukon,Yukon,23-03-2020,2,0,0,2,416,,,10183,0,0.00,4.90,0.00,0,0.00,0,,100.00,2,4.90,,,,
61,Northwest Territories,Territoires du Nord-Ouest,23-03-2020,1,0,0,1,364,,,8120,0,0.00,2.23,0.00,0,0.00,63,,100.00,1,2.23,,,,
62,Nunavut,Nunavut,23-03-2020,0,0,0,0,13,,,335,0,0.00,0.00,0.00,0,,0,,,,0.00,,,,
99,Repatriated travellers,Voyageurs rapatriés,23-03-2020,13,0,0,13,76,,,,0,0.00,,,0,0.00,47,,100.00,13,,,,,
1,Canada,Canada,23-03-2020,1646,445,24,2091,107147,,,2850,620,42.15,5.56,0.06,4,1.15,8323,,98.85,2067,5.50,,,,
59,British Columbia,Colombie-Britannique,24-03-2020,617,0,13,617,26305,,,5187,145,30.72,12.17,0.26,0,2.11,2845,,97.89,604,11.91,578,11.40,12,0.24
48,Alberta,Alberta,24-03-2020,358,0,2,358,32776,,,7498,57,18.94,8.19,0.05,1,0.56,3019,,99.44,356,8.14,344,7.87,2,0.05
47,Saskatchewan,Saskatchewan,24-03-2020,72,0,0,72,5604,,,4772,6,9.09,6.13,0.00,0,0.00,474,,100.00,72,6.13,72,6.13,0,0.00
46,Manitoba,Manitoba,24-03-2020,11,10,0,21,4406,,,3217,1,5.00,1.53,0.00,0,0.00,273,,100.00,21,1.53,21,1.53,0,0.00
35,Ontario,Ontario,24-03-2020,588,0,8,588,34727,,,2384,85,16.90,4.04,0.05,2,1.36,4039,,98.64,580,3.98,554,3.80,8,0.05
24,Quebec,Québec,24-03-2020,221,792,4,1013,15071,,,1776,385,61.31,11.94,0.05,0,0.39,6532,,99.61,1009,11.89,1009,11.89,4,0.05
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,24-03-2020,4,31,0,35,1087,,,2084,11,45.83,6.71,0.00,0,0.00,193,,100.00,35,6.71,35,6.71,0,0.00
13,New Brunswick,Nouveau-Brunswick,24-03-2020,18,0,0,18,1261,,,1623,1,5.88,2.32,0.00,0,0.00,122,,100.00,18,2.32,18,2.32,0,0.00
12,Nova Scotia,Nouvelle-Écosse,24-03-2020,51,0,0,51,2641,,,2719,10,24.39,5.25,0.00,0,0.00,233,,100.00,51,5.25,51,5.25,0,0.00
11,Prince Edward Island,Île-du-Prince-Édouard,24-03-2020,3,0,0,3,206,,,1313,0,0.00,1.91,0.00,0,0.00,0,,100.00,3,1.91,3,1.91,0,0.00
60,Yukon,Yukon,24-03-2020,2,0,0,2,416,,,10183,0,0.00,4.90,0.00,0,0.00,0,,100.00,2,4.90,0,0.00,0,0.00
61,Northwest Territories,Territoires du Nord-Ouest,24-03-2020,1,0,0,1,481,,,10730,0,0.00,2.23,0.00,0,0.00,117,,100.00,1,2.23,1,2.23,0,0.00
62,Nunavut,Nunavut,24-03-2020,0,0,0,0,81,,,2089,0,0.00,0.00,0.00,0,,68,,,,0.00,0,0.00,0,0.00
99,Repatriated travellers,Voyageurs rapatriés,24-03-2020,13,0,0,13,76,,,,0,0.00,,,0,0.00,0,,100.00,13,,13,,0,
1,Canada,Canada,24-03-2020,1959,833,27,2792,125062,,,3327,701,33.52,7.43,0.07,3,0.97,17915,,99.03,2765,7.36,2715,7.22,25,0.07
59,British Columbia,Colombie-Britannique,25-03-2020,659,0,14,659,28344,,,5589,42,6.81,12.99,0.28,1,2.12,2039,,97.88,645,12.72,620,12.23,13,0.26
48,Alberta,Alberta,25-03-2020,419,0,2,419,35508,,,8123,61,17.04,9.59,0.05,0,0.48,2732,,99.52,417,9.54,405,9.26,2,0.05
47,Saskatchewan,Saskatchewan,25-03-2020,86,0,0,86,6111,,,5203,14,19.44,7.32,0.00,0,0.00,507,,100.00,86,7.32,86,7.32,0,0.00
46,Manitoba,Manitoba,25-03-2020,11,24,0,35,4740,,,3461,14,66.67,2.56,0.00,0,0.00,334,,100.00,35,2.56,35,2.56,0,0.00
35,Ontario,Ontario,25-03-2020,688,0,13,688,38040,,,2611,100,17.01,4.72,0.09,5,1.89,3313,,98.11,675,4.63,646,4.43,12,0.08
24,Quebec,Québec,25-03-2020,1339,0,6,1339,27828,,,3280,326,32.18,15.78,0.07,2,0.45,12757,,99.55,1333,15.71,1332,15.70,6,0.07
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,25-03-2020,67,0,0,67,1235,,,2368,32,91.43,12.85,0.00,0,0.00,148,,100.00,67,12.85,67,12.85,0,0.00
13,New Brunswick,Nouveau-Brunswick,25-03-2020,26,0,0,26,1680,,,2163,8,44.44,3.35,0.00,0,0.00,419,,100.00,26,3.35,26,3.35,0,0.00
12,Nova Scotia,Nouvelle-Écosse,25-03-2020,68,0,0,68,3008,,,3097,17,33.33,7.00,0.00,0,0.00,367,,100.00,68,7.00,68,7.00,0,0.00
11,Prince Edward Island,Île-du-Prince-Édouard,25-03-2020,5,0,0,5,301,,,1918,2,66.67,3.19,0.00,0,0.00,95,,100.00,5,3.19,5,3.19,0,0.00
60,Yukon,Yukon,25-03-2020,3,0,0,3,416,,,10183,0,0.00,7.34,0.00,0,0.00,0,,100.00,3,7.34,0,0.00,0,0.00
61,Northwest Territories,Territoires du Nord-Ouest,25-03-2020,1,0,0,1,481,,,10730,0,0.00,2.23,0.00,0,0.00,0,,100.00,1,2.23,1,2.23,0,0.00
62,Nunavut,Nunavut,25-03-2020,0,0,0,0,97,,,2501,0,0.00,0.00,0.00,0,,16,,,,0.00,0,0.00,0,0.00
99,Repatriated travellers,Voyageurs rapatriés,25-03-2020,13,0,0,13,76,,,,0,0.00,,,0,0.00,0,,100.00,13,,12,,0,
1,Canada,Canada,25-03-2020,3385,24,35,3409,147789,,,3932,617,22.10,9.07,0.09,8,1.03,22727,,98.97,3374,8.98,3306,8.80,33,0.09
59,British Columbia,Colombie-Britannique,26-03-2020,725,0,14,725,30238,186,25.66,5963,66,10.02,14.30,0.28,0,1.93,1894,186,72.41,525,10.35,679,13.39,13,0.26
48,Alberta,Alberta,26-03-2020,486,0,2,486,36600,27,5.56,8373,67,15.99,11.12,0.05,0,0.41,1092,27,94.03,457,10.45,467,10.68,2,0.05
47,Saskatchewan,Saskatchewan,26-03-2020,95,0,0,95,6729,3,3.16,5729,9,10.47,8.09,0.00,0,0.00,618,3,96.84,92,7.83,94,8.00,0,0.00
46,Manitoba,Manitoba,26-03-2020,11,25,0,36,5429,1,2.78,3964,1,2.86,2.63,0.00,0,0.00,689,1,97.22,35,2.56,35,2.56,0,0.00
35,Ontario,Ontario,26-03-2020,858,0,15,858,41217,8,0.93,2830,170,24.71,5.89,0.10,2,1.75,3177,8,97.32,835,5.73,799,5.49,14,0.10
24,Quebec,Québec,26-03-2020,1629,0,8,1629,33311,2,0.12,3926,290,21.66,19.20,0.09,2,0.49,5483,2,99.39,1619,19.08,1616,19.05,8,0.09
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,26-03-2020,82,0,0,82,1447,,,2774,15,22.39,15.72,0.00,0,0.00,212,,100.00,82,15.72,82,15.72,0,0.00
13,New Brunswick,Nouveau-Brunswick,26-03-2020,33,0,0,33,1849,,,2380,7,26.92,4.25,0.00,0,0.00,169,,100.00,33,4.25,32,4.12,0,0.00
12,Nova Scotia,Nouvelle-Écosse,26-03-2020,73,0,0,73,3417,2,2.74,3518,5,7.35,7.51,0.00,0,0.00,409,2,97.26,71,7.31,73,7.51,0,0.00
11,Prince Edward Island,Île-du-Prince-Édouard,26-03-2020,9,0,0,9,353,1,11.11,2249,4,80.00,5.73,0.00,0,0.00,52,1,88.89,8,5.10,9,5.73,0,0.00
60,Yukon,Yukon,26-03-2020,3,0,0,3,416,,,10183,0,0.00,7.34,0.00,0,0.00,0,,100.00,3,7.34,0,0.00,0,0.00
61,Northwest Territories,Territoires du Nord-Ouest,26-03-2020,1,0,0,1,481,,,10730,0,0.00,2.23,0.00,0,0.00,0,,100.00,1,2.23,1,2.23,0,0.00
62,Nunavut,Nunavut,26-03-2020,0,0,0,0,116,,,2991,0,0.00,0.00,0.00,0,,19,,,,0.00,0,0.00,0,0.00
99,Repatriated travellers,Voyageurs rapatriés,26-03-2020,13,0,0,13,76,,,,0,0.00,,,0,0.00,0,,100.00,13,,12,,0,
1,Canada,Canada,26-03-2020,4018,25,39,4043,161603,230,5.69,4299,634,18.60,10.76,0.10,4,0.96,13814,230,93.35,3774,10.04,3902,10.38,37,0.10
59,British Columbia,Colombie-Britannique,27-03-2020,725,0,14,725,31536,186,25.66,6218,0,0.00,14.30,0.28,0,1.93,1298,0,72.41,525,10.35,672,13.25,13,0.26
48,Alberta,Alberta,27-03-2020,542,0,2,542,38215,27,4.98,8742,56,11.52,12.40,0.05,0,0.37,1615,0,94.65,513,11.74,519,11.87,2,0.05
47,Saskatchewan,Saskatchewan,27-03-2020,104,0,0,104,7360,3,2.88,6267,9,9.47,8.86,0.00,0,0.00,631,0,97.12,101,8.60,103,8.77,0,0.00
46,Manitoba,Manitoba,27-03-2020,25,14,1,39,6022,1,2.56,4397,3,8.33,2.85,0.07,1,2.56,593,0,94.87,37,2.70,36,2.63,1,0.07
35,Ontario,Ontario,27-03-2020,993,0,18,993,43651,8,0.81,2997,135,15.73,6.82,0.12,3,1.81,2434,0,97.38,967,6.64,914,6.27,17,0.12
24,Quebec,Québec,27-03-2020,2021,0,18,2021,34356,29,1.43,4049,392,24.06,23.82,0.21,10,0.89,1045,27,97.67,1974,23.26,2004,23.62,18,0.21
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,27-03-2020,102,0,0,102,1684,,,3229,20,24.39,19.56,0.00,0,0.00,237,,100.00,102,19.56,102,19.56,0,0.00
13,New Brunswick,Nouveau-Brunswick,27-03-2020,45,0,0,45,2179,1,2.22,2805,12,36.36,5.79,0.00,0,0.00,330,1,97.78,44,5.66,44,5.66,0,0.00
12,Nova Scotia,Nouvelle-Écosse,27-03-2020,90,0,0,90,3946,2,2.22,4062,17,23.29,9.27,0.00,0,0.00,529,0,97.78,88,9.06,90,9.27,0,0.00
11,Prince Edward Island,Île-du-Prince-Édouard,27-03-2020,11,0,0,11,422,1,9.09,2689,2,22.22,7.01,0.00,0,0.00,69,0,90.91,10,6.37,11,7.01,0,0.00
60,Yukon,Yukon,27-03-2020,3,0,0,3,603,,,14760,0,0.00,7.34,0.00,0,0.00,187,,100.00,3,7.34,0,0.00,0,0.00
61,Northwest Territories,Territoires du Nord-Ouest,27-03-2020,1,0,0,1,545,,,12158,0,0.00,2.23,0.00,0,0.00,64,,100.00,1,2.23,1,2.23,0,0.00
62,Nunavut,Nunavut,27-03-2020,0,0,0,0,125,,,3223,0,0.00,0.00,0.00,0,,9,,,,0.00,0,0.00,0,0.00
99,Repatriated travellers,Voyageurs rapatriés,27-03-2020,13,0,0,13,76,,,,0,0.00,,,0,0.00,0,,100.00,13,,11,,0,
1,Canada,Canada,27-03-2020,4675,14,53,4689,170644,256,5.46,4540,646,15.98,12.47,0.14,14,1.13,9041,26,93.41,4380,11.65,4510,12.00,51,0.14
59,British Columbia,Colombie-Britannique,28-03-2020,884,0,16,884,31536,396,44.80,6218,159,21.93,17.43,0.32,2,1.81,0,210,53.39,472,9.31,820,16.17,15,0.30
48,Alberta,Alberta,28-03-2020,542,0,2,542,38215,53,9.78,8742,0,0.00,12.40,0.05,0,0.37,0,26,89.85,487,11.14,513,11.74,2,0.05
47,Saskatchewan,Saskatchewan,28-03-2020,134,0,0,134,8009,3,2.24,6819,30,28.85,11.41,0.00,0,0.00,649,0,97.76,131,11.15,132,11.24,0,0.00
46,Manitoba,Manitoba,28-03-2020,25,39,1,64,6931,1,1.56,5061,25,64.10,4.67,0.07,0,1.56,909,0,96.88,62,4.53,60,4.38,1,0.07
35,Ontario,Ontario,28-03-2020,993,0,18,993,45836,8,0.81,3147,0,0.00,6.82,0.12,0,1.81,2185,0,97.38,967,6.64,914,6.27,17,0.12
24,Quebec,Québec,28-03-2020,2498,0,22,2498,46087,29,1.16,5432,477,23.60,29.44,0.26,4,0.88,11731,0,97.96,2447,28.84,2481,29.24,22,0.26
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,28-03-2020,120,0,0,120,1907,4,3.33,3656,18,17.65,23.01,0.00,0,0.00,223,4,96.67,116,22.24,120,23.01,0,0.00
13,New Brunswick,Nouveau-Brunswick,28-03-2020,51,0,0,51,2512,2,3.92,3234,6,13.33,6.57,0.00,0,0.00,333,1,96.08,49,6.31,49,6.31,0,0.00
12,Nova Scotia,Nouvelle-Écosse,28-03-2020,110,0,0,110,4487,4,3.64,4619,20,22.22,11.32,0.00,0,0.00,541,2,96.36,106,10.91,110,11.32,0,0.00
11,Prince Edward Island,Île-du-Prince-Édouard,28-03-2020,11,0,0,11,422,1,9.09,2689,0,0.00,7.01,0.00,0,0.00,0,0,90.91,10,6.37,11,7.01,0,0.00
60,Yukon,Yukon,28-03-2020,4,0,0,4,641,,,15690,0,0.00,9.79,0.00,0,0.00,38,,100.00,4,9.79,0,0.00,0,0.00
61,Northwest Territories,Territoires du Nord-Ouest,28-03-2020,1,0,0,1,740,,,16508,0,0.00,2.23,0.00,0,0.00,195,,100.00,1,2.23,1,2.23,0,0.00
62,Nunavut,Nunavut,28-03-2020,0,0,0,0,125,,,3223,0,0.00,0.00,0.00,0,,0,,,,0.00,0,0.00,0,0.00
99,Repatriated travellers,Voyageurs rapatriés,28-03-2020,13,0,0,13,76,,,,0,0.00,,,0,0.00,0,,100.00,13,,11,,0,
1,Canada,Canada,28-03-2020,5386,39,59,5425,187448,502,9.25,4987,736,15.70,14.43,0.16,6,1.09,16804,246,89.66,4864,12.94,5226,13.90,57,0.15
59,British Columbia,Colombie-Britannique,29-03-2020,884,0,17,884,33476,396,44.80,6601,0,0.00,17.43,0.34,1,1.92,1940,0,53.28,471,9.29,811,15.99,16,0.32
48,Alberta,Alberta,29-03-2020,621,0,2,621,44097,73,11.76,10088,79,14.58,14.21,0.05,0,0.32,5882,20,87.92,546,12.49,582,13.31,2,0.05
47,Saskatchewan,Saskatchewan,29-03-2020,134,0,0,134,8822,4,2.99,7512,0,0.00,11.41,0.00,0,0.00,813,1,97.01,130,11.07,132,11.24,0,0.00
46,Manitoba,Manitoba,29-03-2020,69,3,1,72,7876,1,1.39,5751,8,12.50,5.26,0.07,0,1.39,945,0,97.22,70,5.11,68,4.97,1,0.07
35,Ontario,Ontario,29-03-2020,1355,0,19,1355,52002,8,0.59,3570,362,36.46,9.30,0.13,1,1.40,6166,0,98.01,1328,9.12,1252,8.60,18,0.12
24,Quebec,Québec,29-03-2020,2840,0,22,2840,52204,29,1.02,6153,342,13.69,33.47,0.26,0,0.77,6117,0,98.20,2789,32.87,2816,33.19,22,0.26
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,29-03-2020,135,0,0,135,2107,4,2.96,4040,15,12.50,25.88,0.00,0,0.00,200,0,97.04,131,25.12,134,25.69,0,0.00
13,New Brunswick,Nouveau-Brunswick,29-03-2020,66,0,0,66,2847,2,3.03,3665,15,29.41,8.50,0.00,0,0.00,335,0,96.97,64,8.24,64,8.24,0,0.00
12,Nova Scotia,Nouvelle-Écosse,29-03-2020,122,0,0,122,4984,4,3.28,5131,12,10.91,12.56,0.00,0,0.00,497,0,96.72,118,12.15,122,12.56,0,0.00
11,Prince Edward Island,Île-du-Prince-Édouard,29-03-2020,11,0,0,11,477,1,9.09,3039,0,0.00,7.01,0.00,0,0.00,55,0,90.91,10,6.37,10,6.37,0,0.00
60,Yukon,Yukon,29-03-2020,4,0,0,4,678,,,16596,0,0.00,9.79,0.00,0,0.00,37,,100.00,4,9.79,0,0.00,0,0.00
61,Northwest Territories,Territoires du Nord-Ouest,29-03-2020,1,0,0,1,740,,,16508,0,0.00,2.23,0.00,0,0.00,0,,100.00,1,2.23,1,2.23,0,0.00
62,Nunavut,Nunavut,29-03-2020,0,0,0,0,125,,,3223,0,0.00,0.00,0.00,0,,0,,,,0.00,0,0.00,0,0.00
99,Repatriated travellers,Voyageurs rapatriés,29-03-2020,13,0,0,13,76,,,,0,0.00,,,0,0.00,0,,100.00,13,,9,,0,
1,Canada,Canada,29-03-2020,6255,3,61,6258,210435,522,8.34,5598,833,15.35,16.65,0.16,2,0.97,22987,20,90.68,5675,15.10,6005,15.98,59,0.16
59,British Columbia,Colombie-Britannique,30-03-2020,960,0,19,960,34969,469,48.85,6895,76,8.60,18.93,0.37,2,1.98,1493,73,49.17,472,9.31,887,17.49,15,0.30
48,Alberta,Alberta,30-03-2020,690,0,8,690,46057,94,13.62,10536,69,11.11,15.78,0.18,6,1.16,1960,21,85.22,588,13.45,634,14.50,8,0.18
47,Saskatchewan,Saskatchewan,30-03-2020,175,0,2,175,9372,14,8.00,7980,41,30.60,14.90,0.17,2,1.14,550,10,90.86,159,13.54,169,14.39,2,0.17
46,Manitoba,Manitoba,30-03-2020,83,13,1,96,8326,2,2.08,6080,24,33.33,7.01,0.07,0,1.04,450,1,96.88,93,6.79,89,6.50,1,0.07
35,Ontario,Ontario,30-03-2020,1706,0,33,1706,54112,431,25.26,3715,351,25.90,11.71,0.23,14,1.93,2110,423,72.80,1242,8.53,1561,10.72,32,0.22
24,Quebec,Québec,30-03-2020,3430,0,25,3430,59715,29,0.85,7038,590,20.77,40.42,0.29,3,0.73,7511,0,98.43,3376,39.79,3391,39.96,25,0.29
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,30-03-2020,148,0,1,148,2332,7,4.73,4471,13,9.63,28.38,0.19,1,0.68,225,3,94.59,140,26.84,147,28.19,1,0.19
13,New Brunswick,Nouveau-Brunswick,30-03-2020,68,0,0,68,3267,2,2.94,4206,2,3.03,8.75,0.00,0,0.00,420,0,97.06,66,8.50,62,7.98,0,0.00
12,Nova Scotia,Nouvelle-Écosse,30-03-2020,127,0,0,127,5492,10,7.87,5654,5,4.10,13.07,0.00,0,0.00,508,6,92.13,117,12.04,124,12.77,0,0.00
11,Prince Edward Island,Île-du-Prince-Édouard,30-03-2020,18,0,0,18,477,1,5.56,3039,7,63.64,11.47,0.00,0,0.00,0,0,94.44,17,10.83,17,10.83,0,0.00
60,Yukon,Yukon,30-03-2020,5,0,0,5,688,,,16840,1,25.00,12.24,0.00,0,0.00,10,,100.00,5,12.24,1,2.45,0,0.00
61,Northwest Territories,Territoires du Nord-Ouest,30-03-2020,1,0,0,1,740,,,16508,0,0.00,2.23,0.00,0,0.00,0,,100.00,1,2.23,1,2.23,0,0.00
62,Nunavut,Nunavut,30-03-2020,0,0,0,0,158,,,4074,0,0.00,0.00,0.00,0,,33,,,,0.00,0,0.00,0,0.00
99,Repatriated travellers,Voyageurs rapatriés,30-03-2020,13,0,0,13,76,9,69.23,,0,0.00,,,0,0.00,0,9,30.77,4,,9,,0,
1,Canada,Canada,30-03-2020,7424,13,89,7437,225705,1068,14.36,6005,1179,18.84,19.78,0.24,28,1.20,15270,546,84.44,6280,16.71,7096,18.88,84,0.22
59,British Columbia,Colombie-Britannique,31-03-2020,970,0,19,970,36024,507,52.27,7103,10,1.04,19.13,0.37,0,1.96,1055,38,45.77,444,8.76,867,17.10,12,0.24
